glob,measured,true_eps,pred_eps,pll_eps
-4.4316656834462,-4.60517018598809,-0.1735045025418902,0.30990782380104065,0.010961532592773438
-4.140394195982174,-4.60517018598809,-0.46477599000591585,-0.24000856280326843,0.9479389190673828
-4.351613548251247,-4.56086992709151,-0.20925637884026305,0.603361964225769,-0.5154991149902344
-0.5159901394034712,-0.459353901329077,0.05663623807439416,0.2665375769138336,0.33564186096191406
-2.163741728559517,-2.26621744882317,-0.10247572026365281,0.11890891194343567,-0.12243270874023438
0.8888807243435274,0.792802831623772,-0.09607789271975542,-0.07716815918684006,-0.20206069946289062
-1.8254496220756706,-1.51634748936809,0.3091021327075807,-0.38274943828582764,0.4910392761230469
-0.019553580402248666,0.1620896528223699,0.18164323322461856,0.18930336833000183,0.1496295928955078
-4.021769930029996,-3.55322941662913,0.4685405134008662,0.044326506555080414,0.32560157775878906
-4.5028066949243595,-4.60517018598809,-0.10236349106373055,-0.12872478365898132,-0.032497406005859375
-4.533029168227893,-4.60517018598809,-0.0721410177601971,-0.24988631904125214,-0.04332542419433594
-2.721479647676556,-2.19722457733622,0.5242550703403359,0.3437877893447876,0.23527908325195312
-4.45163025960574,-4.60517018598809,-0.1535399263823498,-0.16173404455184937,-0.15012359619140625
-3.248825825623403,-3.89921404713556,-0.650388221512157,-0.2581954598426819,0.12674522399902344
0.9212335341397336,0.975939267717534,0.0547057335778004,-0.030729440972208977,-0.0453948974609375
0.040698071496962876,-0.004311196173835,-0.045009267670797874,-0.22849053144454956,-0.13601112365722656
-2.3532592607238096,-1.6704981691953502,0.6827610915284594,0.7923840880393982,1.1918964385986328
-1.6018049928100702,-1.38629436111989,0.21551063169018025,0.16701529920101166,0.23762893676757812
-0.6844678792653704,-0.199128675110336,0.48533920415503445,0.19224494695663452,-0.06550216674804688
0.5473425898663778,0.454472687214859,-0.09286990265151884,-0.17713893949985504,0.48531150817871094
1.19721443718723,1.17043802323937,-0.0267764139478599,0.02479892410337925,0.43157196044921875
-4.292437193091894,-3.42515062268465,0.8672865704072441,-0.2086140215396881,0.5483970642089844
0.8532655463661276,1.0466075036778,0.19334195731167236,-0.07064998149871826,-0.047931671142578125
-3.6706341568387786,-4.35119917087862,-0.6805650140398414,-0.06936885416507721,0.4487419128417969
-3.4823295115867374,-2.31583031974407,1.1664991918426675,0.3697737753391266,-0.3722114562988281
-1.7520140546074294,-0.8608115795539258,0.8912024750535036,0.4892798960208893,0.06448745727539062
0.6349345569601891,0.5657968230668571,-0.069137733893332,-0.08033739030361176,-0.0028972625732421875
0.6450306250807136,0.672025355530663,0.026994730449949378,0.06530524045228958,0.1922473907470703
-2.6066535583373622,-2.78890229773131,-0.1822487393939478,0.04856596142053604,0.40146446228027344
-0.08269191097805315,-0.1070981355563669,-0.024406224578313748,-0.12861067056655884,0.030347824096679688
1.19721443718723,0.942098615830028,-0.255115821357202,-0.23244282603263855,0.033084869384765625
0.5473425898663778,0.455384175282132,-0.09195841458424586,-0.04351351037621498,0.4586219787597656
-0.7978976024962717,-0.4825824114525961,0.3153151910436756,0.25870123505592346,0.21343612670898438
-0.8999917157475023,-0.7630168605204309,0.1369748552270713,0.06672061234712601,0.09216499328613281
0.37315386615053786,0.246251126324359,-0.12690273982617886,-0.25677841901779175,0.062297821044921875
0.5536165363628808,0.7602864833975741,0.20666994703469332,0.061998236924409866,0.28973960876464844
0.722564167398187,0.77054643379774,0.04798226639955305,0.16152232885360718,0.22875022888183594
-1.1637761003232836,0.0,1.1637761003232836,-0.11586710065603256,0.00325775146484375
-4.374775160882445,-4.60517018598809,-0.23039502510564525,-0.5091303586959839,0.7448368072509766
-4.562008190924228,-4.60517018598809,-0.04316199506386198,0.0970996767282486,0.6195201873779297
-2.0744696662565194,-1.29928298413026,0.7751866821262594,-0.033529624342918396,-0.12244606018066406
-4.464653683147082,-4.58904080405821,-0.1243871209111278,-0.19414834678173065,0.2896862030029297
-4.292437193091894,-4.60517018598809,-0.31273299289619594,0.19563792645931244,1.461648941040039
-0.8999917157475023,-0.7999772041971321,0.10001451155037011,0.018276255577802658,-0.04480743408203125
-4.368625874860103,-4.60517018598809,-0.2365443111279868,0.14577391743659973,-0.107452392578125
-3.836689288630411,-1.6229010926023897,2.2137881960280215,1.034498691558838,-0.4512653350830078
-3.7942677578041653,-4.60517018598809,-0.8109024281839248,-0.10333624482154846,0.15426254272460938
-0.21624775220879153,0.0,0.21624775220879153,-0.18998117744922638,0.16467666625976562
0.391793690664606,0.428083196695937,0.036289506031330965,-0.16952289640903473,-0.4688892364501953
0.4782681502241012,0.386233746180277,-0.09203440404382418,-0.028203025460243225,-0.34420013427734375
-2.0173688530936746,-1.67896397508271,0.33840487801096475,0.12130783498287201,0.002269744873046875
-3.1140213508247023,-2.74887219562247,0.3651491552022321,0.38074952363967896,0.05698394775390625
-4.533029168227893,-4.60517018598809,-0.0721410177601971,-0.1603294312953949,0.7507247924804688
-2.3532592607238096,-2.18346920226773,0.16979005845607986,0.15151986479759216,-0.07909393310546875
1.2393140587496054,1.30214217121031,0.06282811246070463,0.2869182825088501,0.9167499542236328
-1.1637761003232836,-1.2192402764567198,-0.05546417613343624,0.05026349052786827,0.0238189697265625
-1.027351734404889,-0.767255152713667,0.2600965816912221,0.7959257960319519,0.2207794189453125
0.5828264062418904,0.530267305380576,-0.052559100861314434,-0.029596490785479546,0.3256549835205078
-3.8423170535055653,-3.66356164612965,0.17875540737591544,0.26800188422203064,-0.03835868835449219
-4.533029168227893,-4.60517018598809,-0.0721410177601971,-0.11443455517292023,-0.29379844665527344
-2.6066535583373622,-2.24196047117761,0.36469308715975224,-0.2468833327293396,1.0102367401123047
-1.9667786742875244,-2.35760879449028,-0.39083012020275576,0.11181216686964035,0.3377113342285156
0.32317505251249795,1.02165124753198,0.698476195019482,-0.1362944394350052,0.046169281005859375
1.1784910422102117,0.980829253011726,-0.19766178919848576,0.028609197586774826,-0.03486061096191406
0.7791640342253111,0.7978581346489759,0.018694100423664817,-0.033708326518535614,-0.13653182983398438
-1.3538881275377574,-0.777704568588008,0.5761835589497495,0.7571257948875427,0.6796817779541016
0.5190918856865576,0.7505630609306669,0.23147117524410932,-0.0007395008578896523,-0.01030731201171875
